Drug,Public/Private,Unit/MPR,Country,Year,Month,Price,P25,P75
Salbutamol 100 mcg/dose inhaler,Public,MPR,India Chennai,2004,October,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,Unit,India Chennai,2004,October,0.04,0.04,0.04
Amitriptyline 25 mg cap/tab,Public,Unit,India Chennai,2004,October,free,free,free
Atenolol 50 mg cap/tab,Private,Unit,India Chennai,2004,October,0.04,0.02,0.04
Atenolol 50 mg cap/tab,Public,Unit,India Chennai,2004,October,free,free,free
Captopril 25 mg cap/tab,Private,Unit,India Chennai,2004,October,0.08,0.08,0.08
Captopril 25 mg cap/tab,Public,Unit,India Chennai,2004,October,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Private,Unit,India Chennai,2004,October,1.56,1.56,1.56
Ceftriaxone 1 g/vial injection,Public,Unit,India Chennai,2004,October,free,free,free
Ciprofloxacin 500 mg cap/tab,Private,Unit,India Chennai,2004,October,0.17,0.15,0.19
Ciprofloxacin 500 mg cap/tab,Public,Unit,India Chennai,2004,October,free,free,free
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,India Chennai,2004,October,0.00,0.01,<0.01
Co-trimoxazole 40+200 mg/5ml suspension,Public,Unit,India Chennai,2004,October,free,free,free
Diazepam 5 mg cap/tab,Private,Unit,India Chennai,2004,October,0.03,0.03,0.03
Diazepam 5 mg cap/tab,Public,Unit,India Chennai,2004,October,free,free,free
Diclofenac 50 mg cap/tab,Private,Unit,India Chennai,2004,October,0.02,0.02,0.04
Diclofenac 50 mg cap/tab,Public,Unit,India Chennai,2004,October,free,free,free
Glibenclamide 5 mg cap/tab,Private,Unit,India Chennai,2004,October,0.01,0.01,0.02
Glibenclamide 5 mg cap/tab,Public,Unit,India Chennai,2004,October,free,free,free
Omeprazole 20 mg cap/tab,Private,Unit,India Chennai,2004,October,0.09,0.09,0.09
Omeprazole 20 mg cap/tab,Public,Unit,India Chennai,2004,October,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,Unit,India Chennai,2004,October,0.01,0.01,<0.01
Salbutamol 100 mcg/dose inhaler,Public,Unit,India Chennai,2004,October,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,MPR,India Haryana,2004,October,3.89,3.77,3.92
Amitriptyline 25 mg cap/tab,Public,MPR,India Haryana,2004,October,free,free,free
Atenolol 50 mg cap/tab,Private,MPR,India Haryana,2004,October,3.65,1.69,4.75
Atenolol 50 mg cap/tab,Public,MPR,India Haryana,2004,October,free,free,free
Captopril 25 mg cap/tab,Private,MPR,India Haryana,2004,October,2.93,2.93,2.93
Captopril 25 mg cap/tab,Public,MPR,India Haryana,2004,October,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Private,MPR,India Haryana,2004,October,0.63,0.36,0.63
Ceftriaxone 1 g/vial injection,Public,MPR,India Haryana,2004,October,free,free,free
Ciprofloxacin 500 mg cap/tab,Private,MPR,India Haryana,2004,October,2.08,1.73,2.08
Ciprofloxacin 500 mg cap/tab,Public,MPR,India Haryana,2004,October,free,free,free
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,India Haryana,2004,October,1.23,1.21,1.23
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,India Haryana,2004,October,free,free,free
Diazepam 5 mg cap/tab,Private,MPR,India Haryana,2004,October,6.15,2.92,7.02
Diazepam 5 mg cap/tab,Public,MPR,India Haryana,2004,October,free,free,free
Glibenclamide 5 mg cap/tab,Private,MPR,India Haryana,2004,October,3.50,3.10,3.71
Glibenclamide 5 mg cap/tab,Public,MPR,India Haryana,2004,October,free,free,free
Omeprazole 20 mg cap/tab,Private,MPR,India Haryana,2004,October,0.23,0.23,0.46
Omeprazole 20 mg cap/tab,Public,MPR,India Haryana,2004,October,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,MPR,India Haryana,2004,October,0.88,0.88,0.88
Salbutamol 100 mcg/dose inhaler,Public,MPR,India Haryana,2004,October,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,Unit,India Haryana,2004,October,0.03,0.03,0.03
Amitriptyline 25 mg cap/tab,Public,Unit,India Haryana,2004,October,free,free,free
Atenolol 50 mg cap/tab,Private,Unit,India Haryana,2004,October,0.03,0.02,0.04
Atenolol 50 mg cap/tab,Public,Unit,India Haryana,2004,October,free,free,free
Captopril 25 mg cap/tab,Private,Unit,India Haryana,2004,October,0.08,0.08,0.08
Captopril 25 mg cap/tab,Public,Unit,India Haryana,2004,October,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Private,Unit,India Haryana,2004,October,1.61,0.92,1.61
Ceftriaxone 1 g/vial injection,Public,Unit,India Haryana,2004,October,free,free,free
Ciprofloxacin 500 mg cap/tab,Private,Unit,India Haryana,2004,October,0.07,0.06,0.07
Ciprofloxacin 500 mg cap/tab,Public,Unit,India Haryana,2004,October,free,free,free
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,India Haryana,2004,October,0.00,0.01,<0.01
Co-trimoxazole 40+200 mg/5ml suspension,Public,Unit,India Haryana,2004,October,free,free,free
Diazepam 5 mg cap/tab,Private,Unit,India Haryana,2004,October,0.02,0.01,0.02
Diazepam 5 mg cap/tab,Public,Unit,India Haryana,2004,October,free,free,free
Glibenclamide 5 mg cap/tab,Private,Unit,India Haryana,2004,October,0.01,0.01,0.02
Glibenclamide 5 mg cap/tab,Public,Unit,India Haryana,2004,October,free,free,free
Omeprazole 20 mg cap/tab,Private,Unit,India Haryana,2004,October,0.05,0.05,0.09
Omeprazole 20 mg cap/tab,Public,Unit,India Haryana,2004,October,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,Unit,India Haryana,2004,October,0.01,0.01,<0.01
Salbutamol 100 mcg/dose inhaler,Public,Unit,India Haryana,2004,October,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,MPR,India Karnataka,2004,November,4.88,4.24,5.49
Amitriptyline 25 mg cap/tab,Public,MPR,India Karnataka,2004,November,free,free,free
Atenolol 50 mg cap/tab,Private,MPR,India Karnataka,2004,November,4.79,4.46,5.20
Atenolol 50 mg cap/tab,Public,MPR,India Karnataka,2004,November,free,free,free
Captopril 25 mg cap/tab,Private,MPR,India Karnataka,2004,November,NO DATA,NO DATA,NO DATA
Captopril 25 mg cap/tab,Public,MPR,India Karnataka,2004,November,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Private,MPR,India Karnataka,2004,November,0.63,0.54,0.68
Ceftriaxone 1 g/vial injection,Public,MPR,India Karnataka,2004,November,free,free,free
Ciprofloxacin 500 mg cap/tab,Private,MPR,India Karnataka,2004,November,4.44,2.77,5.85
Ciprofloxacin 500 mg cap/tab,Public,MPR,India Karnataka,2004,November,free,free,free
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,India Karnataka,2004,November,1.33,1.32,1.36
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,India Karnataka,2004,November,free,free,free
Diazepam 5 mg cap/tab,Private,MPR,India Karnataka,2004,November,10.06,9.53,10.72
Diazepam 5 mg cap/tab,Public,MPR,India Karnataka,2004,November,free,free,free
Diclofenac 50 mg cap/tab,Private,MPR,India Karnataka,2004,November,5.24,4.46,5.94
Diclofenac 50 mg cap/tab,Public,MPR,India Karnataka,2004,November,free,free,free
Glibenclamide 5 mg cap/tab,Private,MPR,India Karnataka,2004,November,4.31,4.07,4.49
Glibenclamide 5 mg cap/tab,Public,MPR,India Karnataka,2004,November,free,free,free
Omeprazole 20 mg cap/tab,Private,MPR,India Karnataka,2004,November,0.48,0.38,0.53
Omeprazole 20 mg cap/tab,Public,MPR,India Karnataka,2004,November,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,MPR,India Karnataka,2004,November,0.96,0.92,0.97
Salbutamol 100 mcg/dose inhaler,Public,MPR,India Karnataka,2004,November,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,Unit,India Karnataka,2004,November,0.04,0.03,0.04
Amitriptyline 25 mg cap/tab,Public,Unit,India Karnataka,2004,November,free,free,free
Atenolol 50 mg cap/tab,Private,Unit,India Karnataka,2004,November,0.05,0.04,0.05
Atenolol 50 mg cap/tab,Public,Unit,India Karnataka,2004,November,free,free,free
Captopril 25 mg cap/tab,Private,Unit,India Karnataka,2004,November,NO DATA,NO DATA,NO DATA
Captopril 25 mg cap/tab,Public,Unit,India Karnataka,2004,November,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Private,Unit,India Karnataka,2004,November,1.61,1.38,1.74
Ceftriaxone 1 g/vial injection,Public,Unit,India Karnataka,2004,November,free,free,free
Ciprofloxacin 500 mg cap/tab,Private,Unit,India Karnataka,2004,November,0.14,0.09,0.19
Ciprofloxacin 500 mg cap/tab,Public,Unit,India Karnataka,2004,November,free,free,free
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,India Karnataka,2004,November,0.01,0.01,<0.01
Co-trimoxazole 40+200 mg/5ml suspension,Public,Unit,India Karnataka,2004,November,free,free,free
Diazepam 5 mg cap/tab,Private,Unit,India Karnataka,2004,November,0.04,0.03,0.04
Diazepam 5 mg cap/tab,Public,Unit,India Karnataka,2004,November,free,free,free
Diclofenac 50 mg cap/tab,Private,Unit,India Karnataka,2004,November,0.03,0.02,0.03
Diclofenac 50 mg cap/tab,Public,Unit,India Karnataka,2004,November,free,free,free
Glibenclamide 5 mg cap/tab,Private,Unit,India Karnataka,2004,November,0.02,0.02,0.02
Glibenclamide 5 mg cap/tab,Public,Unit,India Karnataka,2004,November,free,free,free
Omeprazole 20 mg cap/tab,Private,Unit,India Karnataka,2004,November,0.09,0.07,0.10
Omeprazole 20 mg cap/tab,Public,Unit,India Karnataka,2004,November,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,Unit,India Karnataka,2004,November,0.01,0.01,<0.01
Salbutamol 100 mcg/dose inhaler,Public,Unit,India Karnataka,2004,November,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,MPR,India Maharashtra 4 regions,2005,January,4.35,3.99,5.01
Amitriptyline 25 mg cap/tab,Public,MPR,India Maharashtra 4 regions,2005,January,free,free,free
Atenolol 50 mg cap/tab,Private,MPR,India Maharashtra 4 regions,2005,January,3.39,1.84,4.79
Atenolol 50 mg cap/tab,Public,MPR,India Maharashtra 4 regions,2005,January,free,free,free
Captopril 25 mg cap/tab,Private,MPR,India Maharashtra 4 regions,2005,January,3.16,3.14,3.18
Captopril 25 mg cap/tab,Public,MPR,India Maharashtra 4 regions,2005,January,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Private,MPR,India Maharashtra 4 regions,2005,January,0.66,0.55,0.68
Ceftriaxone 1 g/vial injection,Public,MPR,India Maharashtra 4 regions,2005,January,free,free,free
Ciprofloxacin 500 mg cap/tab,Private,MPR,India Maharashtra 4 regions,2005,January,2.67,2.50,2.71
Ciprofloxacin 500 mg cap/tab,Public,MPR,India Maharashtra 4 regions,2005,January,free,free,free
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,India Maharashtra 4 regions,2005,January,1.26,1.21,1.29
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,India Maharashtra 4 regions,2005,January,free,free,free
Diazepam 5 mg cap/tab,Private,MPR,India Maharashtra 4 regions,2005,January,9.46,8.83,10.40
Diazepam 5 mg cap/tab,Public,MPR,India Maharashtra 4 regions,2005,January,free,free,free
Diclofenac 50 mg cap/tab,Private,MPR,India Maharashtra 4 regions,2005,January,6.01,4.95,7.43
Diclofenac 50 mg cap/tab,Public,MPR,India Maharashtra 4 regions,2005,January,free,free,free
Glibenclamide 5 mg cap/tab,Private,MPR,India Maharashtra 4 regions,2005,January,4.31,3.90,4.36
Glibenclamide 5 mg cap/tab,Public,MPR,India Maharashtra 4 regions,2005,January,free,free,free
Omeprazole 20 mg cap/tab,Private,MPR,India Maharashtra 4 regions,2005,January,0.49,0.44,0.52
Omeprazole 20 mg cap/tab,Public,MPR,India Maharashtra 4 regions,2005,January,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,MPR,India Maharashtra 4 regions,2005,January,0.93,0.88,0.95
Salbutamol 100 mcg/dose inhaler,Public,MPR,India Maharashtra 4 regions,2005,January,free,free,free
Amitriptyline 25 mg cap/tab,Private,Unit,India Maharashtra 4 regions,2005,January,0.03,0.03,0.04
Amitriptyline 25 mg cap/tab,Public,Unit,India Maharashtra 4 regions,2005,January,free,free,free
Atenolol 50 mg cap/tab,Private,Unit,India Maharashtra 4 regions,2005,January,0.03,0.02,0.04
Atenolol 50 mg cap/tab,Public,Unit,India Maharashtra 4 regions,2005,January,free,free,free
Captopril 25 mg cap/tab,Private,Unit,India Maharashtra 4 regions,2005,January,0.08,0.08,0.08
Captopril 25 mg cap/tab,Public,Unit,India Maharashtra 4 regions,2005,January,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Private,Unit,India Maharashtra 4 regions,2005,January,1.69,1.41,1.74
Ceftriaxone 1 g/vial injection,Public,Unit,India Maharashtra 4 regions,2005,January,free,free,free
Ciprofloxacin 500 mg cap/tab,Private,Unit,India Maharashtra 4 regions,2005,January,0.09,0.08,0.09
Ciprofloxacin 500 mg cap/tab,Public,Unit,India Maharashtra 4 regions,2005,January,free,free,free
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,India Maharashtra 4 regions,2005,January,0.01,0.01,<0.01
Co-trimoxazole 40+200 mg/5ml suspension,Public,Unit,India Maharashtra 4 regions,2005,January,free,free,free
Diazepam 5 mg cap/tab,Private,Unit,India Maharashtra 4 regions,2005,January,0.03,0.03,0.04
Diazepam 5 mg cap/tab,Public,Unit,India Maharashtra 4 regions,2005,January,free,free,free
Diclofenac 50 mg cap/tab,Private,Unit,India Maharashtra 4 regions,2005,January,0.03,0.02,0.04
Diclofenac 50 mg cap/tab,Public,Unit,India Maharashtra 4 regions,2005,January,free,free,free
Glibenclamide 5 mg cap/tab,Private,Unit,India Maharashtra 4 regions,2005,January,0.02,0.02,0.02
Glibenclamide 5 mg cap/tab,Public,Unit,India Maharashtra 4 regions,2005,January,free,free,free
Omeprazole 20 mg cap/tab,Private,Unit,India Maharashtra 4 regions,2005,January,0.10,0.09,0.10
Omeprazole 20 mg cap/tab,Public,Unit,India Maharashtra 4 regions,2005,January,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,Unit,India Maharashtra 4 regions,2005,January,0.01,0.01,<0.01
Salbutamol 100 mcg/dose inhaler,Public,Unit,India Maharashtra 4 regions,2005,January,free,free,free
Amitriptyline 25 mg cap/tab,Private,MPR,"India NCT, Delhi",2011,July,5.48,3.34,5.48
Amitriptyline 25 mg cap/tab,Public,MPR,"India NCT, Delhi",2011,July,free,free,free
Amoxicillin 500 mg cap/tab,Private,MPR,"India NCT, Delhi",2011,July,7.21,5.30,7.21
Amoxicillin 500 mg cap/tab,Public,MPR,"India NCT, Delhi",2011,July,free,free,free
Atenolol 50 mg cap/tab,Private,MPR,"India NCT, Delhi",2011,July,7.07,2.85,7.07
Atenolol 50 mg cap/tab,Public,MPR,"India NCT, Delhi",2011,July,free,free,free
Captopril 25 mg cap/tab,Private,MPR,"India NCT, Delhi",2011,July,8.40,8.05,8.40
Captopril 25 mg cap/tab,Public,MPR,"India NCT, Delhi",2011,July,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Private,MPR,"India NCT, Delhi",2011,July,2.24,2.05,2.24
Ceftriaxone 1 g/vial injection,Public,MPR,"India NCT, Delhi",2011,July,free,free,free
Ciprofloxacin 500 mg cap/tab,Private,MPR,"India NCT, Delhi",2011,July,3.55,2.40,4.65
Ciprofloxacin 500 mg cap/tab,Public,MPR,"India NCT, Delhi",2011,July,free,free,free
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,"India NCT, Delhi",2011,July,1.29,1.29,1.30
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,"India NCT, Delhi",2011,July,free,free,free
Diazepam 5 mg cap/tab,Private,MPR,"India NCT, Delhi",2011,July,9.73,9.33,9.73
Diazepam 5 mg cap/tab,Public,MPR,"India NCT, Delhi",2011,July,free,free,free
Diclofenac 50 mg cap/tab,Private,MPR,"India NCT, Delhi",2011,July,8.07,7.88,8.07
Diclofenac 50 mg cap/tab,Public,MPR,"India NCT, Delhi",2011,July,free,free,free
Glibenclamide 5 mg cap/tab,Private,MPR,"India NCT, Delhi",2011,July,NO DATA,NO DATA,NO DATA
Glibenclamide 5 mg cap/tab,Public,MPR,"India NCT, Delhi",2011,July,free,free,free
Omeprazole 20 mg cap/tab,Private,MPR,"India NCT, Delhi",2011,July,3.11,2.74,4.06
Omeprazole 20 mg cap/tab,Public,MPR,"India NCT, Delhi",2011,July,free,free,free
Paracetamol 120 mg/5ml suspension,Private,MPR,"India NCT, Delhi",2011,July,2.83,2.78,2.83
Paracetamol 120 mg/5ml suspension,Public,MPR,"India NCT, Delhi",2011,July,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,MPR,"India NCT, Delhi",2011,July,1.35,1.35,1.44
Salbutamol 100 mcg/dose inhaler,Public,MPR,"India NCT, Delhi",2011,July,free,free,free
Simvastatin 20 mg cap/tab,Private,MPR,"India NCT, Delhi",2011,July,1.85,1.59,7.06
Simvastatin 20 mg cap/tab,Public,MPR,"India NCT, Delhi",2011,July,free,free,free
Amitriptyline 25 mg cap/tab,Private,Unit,"India NCT, Delhi",2011,July,0.04,0.03,0.04
Amitriptyline 25 mg cap/tab,Public,Unit,"India NCT, Delhi",2011,July,free,free,free
Amoxicillin 500 mg cap/tab,Private,Unit,"India NCT, Delhi",2011,July,0.21,0.15,0.21
Amoxicillin 500 mg cap/tab,Public,Unit,"India NCT, Delhi",2011,July,free,free,free
Atenolol 50 mg cap/tab,Private,Unit,"India NCT, Delhi",2011,July,0.07,0.03,0.07
Atenolol 50 mg cap/tab,Public,Unit,"India NCT, Delhi",2011,July,free,free,free
Captopril 25 mg cap/tab,Private,Unit,"India NCT, Delhi",2011,July,0.10,0.10,0.10
Captopril 25 mg cap/tab,Public,Unit,"India NCT, Delhi",2011,July,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Private,Unit,"India NCT, Delhi",2011,July,1.55,1.41,1.55
Ceftriaxone 1 g/vial injection,Public,Unit,"India NCT, Delhi",2011,July,free,free,free
Ciprofloxacin 500 mg cap/tab,Private,Unit,"India NCT, Delhi",2011,July,0.11,0.07,0.14
Ciprofloxacin 500 mg cap/tab,Public,Unit,"India NCT, Delhi",2011,July,free,free,free
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,"India NCT, Delhi",2011,July,0.01,0.01,<0.01
Co-trimoxazole 40+200 mg/5ml suspension,Public,Unit,"India NCT, Delhi",2011,July,free,free,free
Diazepam 5 mg cap/tab,Private,Unit,"India NCT, Delhi",2011,July,0.06,0.06,0.06
Diazepam 5 mg cap/tab,Public,Unit,"India NCT, Delhi",2011,July,free,free,free
Diclofenac 50 mg cap/tab,Private,Unit,"India NCT, Delhi",2011,July,0.04,0.03,0.03
Diclofenac 50 mg cap/tab,Public,Unit,"India NCT, Delhi",2011,July,free,free,free
Glibenclamide 5 mg cap/tab,Private,Unit,"India NCT, Delhi",2011,July,NO DATA,NO DATA,NO DATA
Glibenclamide 5 mg cap/tab,Public,Unit,"India NCT, Delhi",2011,July,free,free,free
Omeprazole 20 mg cap/tab,Private,Unit,"India NCT, Delhi",2011,July,0.09,0.08,0.12
Omeprazole 20 mg cap/tab,Public,Unit,"India NCT, Delhi",2011,July,free,free,free
Paracetamol 120 mg/5ml suspension,Private,Unit,"India NCT, Delhi",2011,July,0.01,0.01,0.01
Paracetamol 120 mg/5ml suspension,Public,Unit,"India NCT, Delhi",2011,July,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,Unit,"India NCT, Delhi",2011,July,0.01,0.01,0.01
Salbutamol 100 mcg/dose inhaler,Public,Unit,"India NCT, Delhi",2011,July,free,free,free
Simvastatin 20 mg cap/tab,Private,Unit,"India NCT, Delhi",2011,July,0.11,0.09,0.41
Simvastatin 20 mg cap/tab,Public,Unit,"India NCT, Delhi",2011,July,free,free,free
Amitriptyline 25 mg cap/tab,Private,MPR,India Rajasthan,2003,April,4.27,4.00,4.81
Amitriptyline 25 mg cap/tab,Public,MPR,India Rajasthan,2003,April,free,free,free
Atenolol 50 mg cap/tab,Private,MPR,India Rajasthan,2003,April,4.53,4.26,4.67
Atenolol 50 mg cap/tab,Public,MPR,India Rajasthan,2003,April,free,free,free
Captopril 25 mg cap/tab,Private,MPR,India Rajasthan,2003,April,2.77,2.77,2.91
Captopril 25 mg cap/tab,Public,MPR,India Rajasthan,2003,April,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Private,MPR,India Rajasthan,2003,April,0.38,0.35,0.46
Ceftriaxone 1 g/vial injection,Public,MPR,India Rajasthan,2003,April,free,free,free
Ciprofloxacin 500 mg cap/tab,Private,MPR,India Rajasthan,2003,April,1.82,1.73,2.90
Ciprofloxacin 500 mg cap/tab,Public,MPR,India Rajasthan,2003,April,free,free,free
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,India Rajasthan,2003,April,1.00,1.00,1.00
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,India Rajasthan,2003,April,free,free,free
Diazepam 5 mg cap/tab,Private,MPR,India Rajasthan,2003,April,7.57,6.82,8.58
Diazepam 5 mg cap/tab,Public,MPR,India Rajasthan,2003,April,free,free,free
Diclofenac 50 mg cap/tab,Private,MPR,India Rajasthan,2003,April,4.18,4.00,4.22
Diclofenac 50 mg cap/tab,Public,MPR,India Rajasthan,2003,April,free,free,free
Glibenclamide 5 mg cap/tab,Private,MPR,India Rajasthan,2003,April,2.73,2.69,2.73
Glibenclamide 5 mg cap/tab,Public,MPR,India Rajasthan,2003,April,free,free,free
Omeprazole 20 mg cap/tab,Private,MPR,India Rajasthan,2003,April,0.40,0.32,0.45
Omeprazole 20 mg cap/tab,Public,MPR,India Rajasthan,2003,April,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,MPR,India Rajasthan,2003,April,0.94,0.94,1.01
Salbutamol 100 mcg/dose inhaler,Public,MPR,India Rajasthan,2003,April,free,free,free
Amitriptyline 25 mg cap/tab,Private,Unit,India Rajasthan,2003,April,0.03,0.03,0.03
Amitriptyline 25 mg cap/tab,Public,Unit,India Rajasthan,2003,April,free,free,free
Atenolol 50 mg cap/tab,Private,Unit,India Rajasthan,2003,April,0.04,0.03,0.04
Atenolol 50 mg cap/tab,Public,Unit,India Rajasthan,2003,April,free,free,free
Captopril 25 mg cap/tab,Private,Unit,India Rajasthan,2003,April,0.07,0.07,0.08
Captopril 25 mg cap/tab,Public,Unit,India Rajasthan,2003,April,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Private,Unit,India Rajasthan,2003,April,1.23,1.14,1.49
Ceftriaxone 1 g/vial injection,Public,Unit,India Rajasthan,2003,April,free,free,free
Ciprofloxacin 500 mg cap/tab,Private,Unit,India Rajasthan,2003,April,0.07,0.06,0.10
Ciprofloxacin 500 mg cap/tab,Public,Unit,India Rajasthan,2003,April,free,free,free
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,India Rajasthan,2003,April,0.00,0.01,<0.01
Co-trimoxazole 40+200 mg/5ml suspension,Public,Unit,India Rajasthan,2003,April,free,free,free
Diazepam 5 mg cap/tab,Private,Unit,India Rajasthan,2003,April,0.02,0.02,0.02
Diazepam 5 mg cap/tab,Public,Unit,India Rajasthan,2003,April,free,free,free
Diclofenac 50 mg cap/tab,Private,Unit,India Rajasthan,2003,April,0.02,0.02,0.02
Diclofenac 50 mg cap/tab,Public,Unit,India Rajasthan,2003,April,free,free,free
Glibenclamide 5 mg cap/tab,Private,Unit,India Rajasthan,2003,April,0.01,0.01,0.01
Glibenclamide 5 mg cap/tab,Public,Unit,India Rajasthan,2003,April,free,free,free
Omeprazole 20 mg cap/tab,Private,Unit,India Rajasthan,2003,April,0.07,0.06,0.08
Omeprazole 20 mg cap/tab,Public,Unit,India Rajasthan,2003,April,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,Unit,India Rajasthan,2003,April,0.01,0.01,<0.01
Salbutamol 100 mcg/dose inhaler,Public,Unit,India Rajasthan,2003,April,free,free,free
Amitriptyline 25 mg cap/tab,Private,MPR,India West Bengal,2004,December,3.89,3.16,4.21
Amitriptyline 25 mg cap/tab,Public,MPR,India West Bengal,2004,December,free,free,free
Atenolol 50 mg cap/tab,Private,MPR,India West Bengal,2004,December,4.75,4.51,4.91
